ma_khach_hang,ma_san_pham,so_sao,count,count,ma_khach_hang_idx,ma_san_pham_idx
1204,253900003,5.0,80,7,898.0,77.0
1204,422211878,5.0,81,7,898.0,80.0
1204,422215804,5.0,96,7,898.0,51.0
1204,422217292,5.0,98,7,898.0,47.0
1205,223600036,5.0,10,5,1302.0,355.0
1205,249500007,5.0,95,5,1302.0,52.0
1205,249500013,5.0,96,5,1302.0,46.0
1205,422215804,5.0,96,5,1302.0,51.0
1206,211300008,5.0,11,8,683.0,398.0
1206,249500007,5.0,95,8,683.0,52.0
1206,318900002,5.0,75,8,683.0,147.0
1206,318900009,5.0,24,8,683.0,325.0
1206,422214149,5.0,10,8,683.0,434.0
1206,422215804,5.0,96,8,683.0,51.0
1206,422217292,5.0,98,8,683.0,47.0
1207,100210023,5.0,49,9,570.0,170.0
1207,249500007,5.0,95,9,570.0,52.0
1207,422215804,5.0,96,9,570.0,51.0
1207,422217292,5.0,98,9,570.0,47.0
1209,243300007,1.0,89,8,684.0,74.0
1209,249500013,5.0,96,8,684.0,46.0
1209,422203807,1.0,88,8,684.0,76.0
1209,422215804,5.0,96,8,684.0,51.0
1209,422217292,5.0,98,8,684.0,47.0
1210,224100019,5.0,30,5,1303.0,284.0
1210,249500007,5.0,95,5,1303.0,52.0
1210,249500013,5.0,96,5,1303.0,46.0
1210,422215804,5.0,96,5,1303.0,51.0
1210,422217292,5.0,98,5,1303.0,47.0
1211,224100009,5.0,71,5,1304.0,93.0
1211,249500007,5.0,95,5,1304.0,52.0
1211,249500013,5.0,96,5,1304.0,46.0
1211,422215804,5.0,96,5,1304.0,51.0
1211,422217292,5.0,98,5,1304.0,47.0
1213,249500007,4.0,95,5,1305.0,52.0
1213,249500013,4.0,96,5,1305.0,46.0
1213,422215804,4.0,96,5,1305.0,51.0
1213,422216594,1.0,216,5,1305.0,19.0
1213,422217292,4.0,98,5,1305.0,47.0
1216,100100001,5.0,11,13,299.0,393.0
1216,204100078,2.0,14,13,299.0,184.0
1216,211300002,5.0,69,13,299.0,101.0
1216,249500007,5.0,95,13,299.0,52.0
1216,249500007,5.0,95,13,299.0,52.0
1216,249500013,5.0,96,13,299.0,46.0
1216,249500013,5.0,96,13,299.0,46.0
1216,422215804,5.0,96,13,299.0,51.0
1216,422217292,5.0,98,13,299.0,47.0
1216,422217292,5.0,98,13,299.0,47.0
1219,223600026,5.0,49,22,54.0,99.0
1219,223600035,5.0,51,22,54.0,95.0
1219,225200013,5.0,31,22,54.0,151.0
1219,225200015,5.0,30,22,54.0,158.0
1219,249500007,5.0,95,22,54.0,52.0
1219,249500013,5.0,96,22,54.0,46.0
1219,308500009,5.0,261,22,54.0,10.0
1219,308500013,5.0,269,22,54.0,8.0
1219,308500018,5.0,261,22,54.0,14.0
1219,308500037,5.0,260,22,54.0,12.0
1219,422202253,5.0,262,22,54.0,15.0
1219,422205160,5.0,260,22,54.0,16.0
1219,422205162,5.0,266,22,54.0,13.0
1219,422205163,5.0,262,22,54.0,17.0
1219,422205164,5.0,240,22,54.0,18.0
1219,422205346,5.0,31,22,54.0,153.0
1219,422211489,5.0,51,22,54.0,100.0
1219,422215804,5.0,96,22,54.0,51.0
1219,422217292,5.0,98,22,54.0,47.0
1219,422218746,5.0,31,22,54.0,161.0
1220,249500007,5.0,95,5,1306.0,52.0
1220,249500013,5.0,96,5,1306.0,46.0
1220,422215804,5.0,96,5,1306.0,51.0
1220,422217292,5.0,98,5,1306.0,47.0
1223,223600026,5.0,49,7,899.0,99.0
1223,223600035,5.0,51,7,899.0,95.0
1223,249500007,5.0,95,7,899.0,52.0
1223,249500013,5.0,96,7,899.0,46.0
1223,422211489,5.0,51,7,899.0,100.0
1223,422215804,5.0,96,7,899.0,51.0
1223,422217292,5.0,98,7,899.0,47.0
1224,224100019,4.0,30,5,1307.0,284.0
1224,249500007,5.0,95,5,1307.0,52.0
1224,249500013,5.0,96,5,1307.0,46.0
1224,422215804,5.0,96,5,1307.0,51.0
1224,422217292,5.0,98,5,1307.0,47.0
1232,100210014,5.0,24,8,686.0,192.0
1232,100210020,5.0,19,8,686.0,227.0
1232,422202569,5.0,40,8,686.0,186.0
1232,422211501,5.0,38,8,686.0,189.0
1232,422211640,5.0,29,8,686.0,204.0
1232,422212331,5.0,28,8,686.0,190.0
1232,422222535,5.0,29,8,686.0,206.0
1233,422211640,5.0,29,5,1308.0,204.0
1233,422212331,5.0,28,5,1308.0,190.0
1233,422212333,5.0,29,5,1308.0,191.0
1234,422204777,3.0,24,7,900.0,187.0
1234,422206421,3.0,28,7,900.0,181.0
1234,422208345,3.0,24,7,900.0,188.0
1234,422211640,5.0,29,7,900.0,204.0
1234,422212331,5.0,28,7,900.0,190.0
1234,422212333,5.0,29,7,900.0,191.0
1234,422222535,5.0,29,7,900.0,206.0
1238,422206537,3.0,228,5,1309.0,27.0
1238,422211640,5.0,29,5,1309.0,204.0
1238,422212331,5.0,28,5,1309.0,190.0
1238,422212333,5.0,29,5,1309.0,191.0
1238,422222535,5.0,29,5,1309.0,206.0
1239,422203901,4.0,14,10,481.0,211.0
1239,422204947,4.0,16,10,481.0,202.0
1239,422205181,4.0,15,10,481.0,212.0
1239,422210280,4.0,5,10,481.0,428.0
1239,422211640,4.0,29,10,481.0,204.0
1239,422212331,4.0,28,10,481.0,190.0
1239,422212333,4.0,29,10,481.0,191.0
1239,422222535,4.0,29,10,481.0,206.0
1242,249500013,2.0,96,5,1310.0,46.0
1242,422211640,5.0,29,5,1310.0,204.0
1242,422222535,5.0,29,5,1310.0,206.0
1244,224100009,5.0,71,7,901.0,93.0
1244,249500004,5.0,10,7,901.0,319.0
1244,422211640,5.0,29,7,901.0,204.0
1244,422212331,5.0,28,7,901.0,190.0
1244,422212333,5.0,29,7,901.0,191.0
1244,422222535,5.0,29,7,901.0,206.0
1261,206400019,5.0,26,5,1311.0,229.0
1261,422206035,5.0,27,5,1311.0,240.0
1261,422208913,5.0,22,5,1311.0,296.0
1261,422211548,5.0,28,5,1311.0,256.0
1261,422211549,5.0,28,5,1311.0,222.0
1263,308500004,5.0,259,12,337.0,9.0
1263,308500013,5.0,269,12,337.0,8.0
1263,308500018,5.0,261,12,337.0,14.0
1263,308500037,5.0,260,12,337.0,12.0
1263,422202253,5.0,262,12,337.0,15.0
1263,422205160,5.0,260,12,337.0,16.0
1263,422205163,5.0,262,12,337.0,17.0
1263,422205164,5.0,240,12,337.0,18.0
1266,100210023,5.0,49,13,301.0,170.0
1266,222600014,5.0,6,13,301.0,313.0
1266,293500050,5.0,10,13,301.0,324.0
1266,318900005,5.0,89,13,301.0,88.0
1266,318900019,5.0,91,13,301.0,83.0
1266,422201700,5.0,11,13,301.0,459.0
1266,422204777,4.0,24,13,301.0,187.0
1266,422207812,5.0,115,13,301.0,154.0
1266,422208345,4.0,24,13,301.0,188.0
1266,422208913,5.0,22,13,301.0,296.0
1268,100190059,5.0,110,12,338.0,31.0
1268,204900004,5.0,105,12,338.0,34.0
1268,204900009,5.0,29,12,338.0,209.0
1268,204900024,5.0,28,12,338.0,210.0
1268,204900056,5.0,105,12,338.0,32.0
1268,204900128,5.0,105,12,338.0,33.0
1268,204900159,5.0,107,12,338.0,35.0
1268,343700002,5.0,55,12,338.0,152.0
1268,422210980,5.0,107,12,338.0,30.0
1268,422216603,5.0,28,12,338.0,224.0
1269,100160022,5.0,16,5,1312.0,438.0
1269,204900005,5.0,30,5,1312.0,196.0
1269,204900009,5.0,29,5,1312.0,209.0
1269,204900024,5.0,28,5,1312.0,210.0
1269,422216603,5.0,28,5,1312.0,224.0
1271,204900005,4.0,30,10,482.0,196.0
1271,204900009,4.0,29,10,482.0,209.0
1271,204900024,4.0,28,10,482.0,210.0
1271,422208242,4.0,11,10,482.0,533.0
1271,422214339,3.0,11,10,482.0,435.0
1279,204900005,5.0,30,10,483.0,196.0
1279,204900009,5.0,29,10,483.0,209.0
1279,248100018,5.0,10,10,483.0,404.0
1279,422205819,5.0,11,10,483.0,425.0
1279,422205820,5.0,10,10,483.0,467.0
1279,422207283,5.0,58,10,483.0,96.0
1279,422216603,5.0,28,10,483.0,224.0
1281,204900024,5.0,28,12,339.0,210.0
1281,249500019,5.0,151,12,339.0,36.0
1281,249500021,5.0,71,12,339.0,69.0
1281,249500027,5.0,149,12,339.0,37.0
1281,249500028,5.0,72,12,339.0,66.0
1281,422207413,5.0,145,12,339.0,38.0
1281,422207414,5.0,70,12,339.0,67.0
1281,422216603,5.0,28,12,339.0,224.0
1284,100230069,5.0,53,7,902.0,109.0
1284,204900005,5.0,30,7,902.0,196.0
1284,204900009,5.0,29,7,902.0,209.0
1284,204900024,5.0,28,7,902.0,210.0
1284,207500001,5.0,53,7,902.0,102.0
1284,207500007,5.0,53,7,902.0,124.0
1284,422216603,5.0,28,7,902.0,224.0
1287,100750038,5.0,77,21,80.0,148.0
1287,201600141,5.0,15,21,80.0,207.0
1287,201600182,5.0,16,21,80.0,194.0
1287,204900005,5.0,30,21,80.0,196.0
1287,204900024,5.0,28,21,80.0,210.0
1287,211300002,5.0,69,21,80.0,101.0
1287,211300005,5.0,14,21,80.0,230.0
1287,211300007,5.0,80,21,80.0,98.0
1287,249500014,5.0,18,21,80.0,285.0
1287,422203300,5.0,32,21,80.0,179.0
1287,422203302,5.0,31,21,80.0,180.0
1287,422209671,5.0,15,21,80.0,218.0
1287,422214148,5.0,17,21,80.0,205.0
1287,422216449,5.0,15,21,80.0,257.0
1287,422216487,5.0,16,21,80.0,223.0
1287,422216603,5.0,28,21,80.0,224.0
1291,204900005,4.0,30,9,571.0,196.0
1291,204900009,4.0,29,9,571.0,209.0
1291,204900024,4.0,28,9,571.0,210.0
1291,422204231,5.0,41,9,571.0,168.0
1291,422204775,5.0,17,9,571.0,376.0
1291,422207736,5.0,14,9,571.0,337.0
1291,422207810,5.0,11,9,571.0,295.0
1291,422210047,5.0,11,9,571.0,340.0
1291,422216603,4.0,28,9,571.0,224.0
1292,100190059,5.0,110,11,381.0,31.0
1292,204900004,5.0,105,11,381.0,34.0
1292,204900005,5.0,30,11,381.0,196.0
1292,204900009,5.0,29,11,381.0,209.0
1292,204900024,5.0,28,11,381.0,210.0
1292,204900056,5.0,105,11,381.0,32.0
1292,204900128,5.0,105,11,381.0,33.0
1292,422210784,5.0,109,11,381.0,29.0
1292,422210980,5.0,107,11,381.0,30.0
1292,422216603,5.0,28,11,381.0,224.0
1294,204100019,5.0,225,8,690.0,28.0
1294,204100054,5.0,229,8,690.0,26.0
1294,253900004,5.0,81,8,690.0,79.0
1294,422204388,5.0,23,8,690.0,464.0
1294,422206537,5.0,228,8,690.0,27.0
1294,422211878,5.0,81,8,690.0,80.0
1294,422211997,5.0,23,8,690.0,431.0
1295,204100019,5.0,225,17,139.0,28.0
1295,204100054,5.0,229,17,139.0,26.0
1295,253900003,4.0,80,17,139.0,77.0
1295,253900004,4.0,81,17,139.0,79.0
1295,308500004,5.0,259,17,139.0,9.0
1295,308500015,5.0,265,17,139.0,11.0
1295,308500018,5.0,261,17,139.0,14.0
1295,308500037,5.0,260,17,139.0,12.0
1295,422202253,5.0,262,17,139.0,15.0
1295,422205160,5.0,260,17,139.0,16.0
1295,422205162,5.0,266,17,139.0,13.0
1295,422205163,5.0,262,17,139.0,17.0
1295,422205164,5.0,240,17,139.0,18.0
1295,422206537,5.0,228,17,139.0,27.0
1295,422211878,4.0,81,17,139.0,80.0
1296,253900003,5.0,80,8,691.0,77.0
1296,253900003,5.0,80,8,691.0,77.0
1296,253900004,5.0,81,8,691.0,79.0
1296,422211501,5.0,38,8,691.0,189.0
1296,422211878,5.0,81,8,691.0,80.0
1306,100220009,5.0,67,14,215.0,40.0
1306,100220010,5.0,68,14,215.0,41.0
1306,100220037,5.0,69,14,215.0,43.0
1306,253900003,4.0,80,14,215.0,77.0
1306,422200305,5.0,55,14,215.0,61.0
1306,422206042,5.0,66,14,215.0,44.0
1306,422207826,5.0,54,14,215.0,62.0
1306,422209663,5.0,56,14,215.0,63.0
1306,422211878,4.0,81,14,215.0,80.0
1306,422220469,5.0,56,14,215.0,58.0
1310,100190059,3.0,110,13,303.0,31.0
1310,201600072,3.0,28,13,303.0,193.0
1310,201600198,3.0,32,13,303.0,183.0
1310,204900004,3.0,105,13,303.0,34.0
1310,204900056,3.0,105,13,303.0,32.0
1310,204900159,3.0,107,13,303.0,35.0
1310,253900004,3.0,81,13,303.0,79.0
1310,422210784,3.0,109,13,303.0,29.0
1310,422210980,3.0,107,13,303.0,30.0
1310,422211878,3.0,81,13,303.0,80.0
1311,100190059,4.0,110,18,121.0,31.0
1311,204900004,4.0,105,18,121.0,34.0
1311,204900056,4.0,105,18,121.0,32.0
1311,204900128,4.0,105,18,121.0,33.0
1311,204900159,4.0,107,18,121.0,35.0
1311,249500002,5.0,11,18,121.0,363.0
1311,249500021,4.0,71,18,121.0,69.0
1311,249500028,4.0,72,18,121.0,66.0
1311,253900003,5.0,80,18,121.0,77.0
1311,253900004,5.0,81,18,121.0,79.0
1311,422203146,4.0,73,18,121.0,64.0
1311,422207414,4.0,70,18,121.0,67.0
1311,422210784,4.0,109,18,121.0,29.0
1311,422210980,4.0,107,18,121.0,30.0
1311,422211878,5.0,81,18,121.0,80.0
1311,422214146,5.0,83,18,121.0,97.0
1314,211300007,4.0,80,5,1313.0,98.0
1314,253900003,5.0,80,5,1313.0,77.0
1314,253900004,5.0,81,5,1313.0,79.0
1314,422214146,4.0,83,5,1313.0,97.0
1316,253900003,5.0,80,5,1314.0,77.0
1316,422211878,5.0,81,5,1314.0,80.0
1316,422214339,5.0,11,5,1314.0,435.0
1316,422214340,5.0,11,5,1314.0,389.0
1317,100220009,5.0,67,11,382.0,40.0
1317,100220010,5.0,68,11,382.0,41.0
1317,100220037,5.0,69,11,382.0,43.0
1317,207300009,5.0,69,11,382.0,42.0
1317,253900003,5.0,80,11,382.0,77.0
1317,253900004,5.0,81,11,382.0,79.0
1317,422203182,5.0,12,11,382.0,275.0
1317,422206042,5.0,66,11,382.0,44.0
1317,422206043,5.0,66,11,382.0,45.0
1317,422209605,5.0,10,11,382.0,280.0
1317,422211878,5.0,81,11,382.0,80.0
1320,253900002,5.0,10,7,903.0,494.0
1320,253900003,5.0,80,7,903.0,77.0
1320,412800002,5.0,10,7,903.0,370.0
1320,412800003,5.0,11,7,903.0,371.0
1320,422202216,5.0,10,7,903.0,374.0
1320,422211878,5.0,81,7,903.0,80.0
1324,245500001,5.0,40,11,383.0,103.0
1324,245500002,5.0,39,11,383.0,104.0
1324,245500009,5.0,39,11,383.0,105.0
1324,245500010,5.0,39,11,383.0,106.0
1324,249500021,5.0,71,11,383.0,69.0
1324,249500028,5.0,72,11,383.0,66.0
1324,253900003,5.0,80,11,383.0,77.0
1324,253900004,5.0,81,11,383.0,79.0
1324,422203146,5.0,73,11,383.0,64.0
1324,422207414,5.0,70,11,383.0,67.0
1324,422211878,5.0,81,11,383.0,80.0
1326,253900003,3.0,80,5,1315.0,77.0
1326,253900004,3.0,81,5,1315.0,79.0
1326,422204775,3.0,17,5,1315.0,376.0
1326,422205819,2.0,11,5,1315.0,425.0
1326,422211878,3.0,81,5,1315.0,80.0
1328,248700035,5.0,77,6,1110.0,111.0
1328,253900004,5.0,81,6,1110.0,79.0
1328,253900005,5.0,11,6,1110.0,321.0
1328,422211878,5.0,81,6,1110.0,80.0
1332,253900003,5.0,80,5,1316.0,77.0
1332,422207812,5.0,115,5,1316.0,154.0
1332,422209262,5.0,39,5,1316.0,217.0
1332,422211878,5.0,81,5,1316.0,80.0
1333,223600009,5.0,48,7,904.0,110.0
1333,223600010,5.0,46,7,904.0,132.0
1333,223600034,5.0,49,7,904.0,125.0
1333,253900003,5.0,80,7,904.0,77.0
1333,253900004,5.0,81,7,904.0,79.0
1333,422212097,5.0,45,7,904.0,133.0
1336,253900003,5.0,80,5,1317.0,77.0
1336,253900004,5.0,81,5,1317.0,79.0
1336,318900005,3.0,89,5,1317.0,88.0
1336,318900019,3.0,91,5,1317.0,83.0
1336,422211878,5.0,81,5,1317.0,80.0
1337,245500002,5.0,39,7,905.0,104.0
1337,245500009,5.0,39,7,905.0,105.0
1337,245500010,5.0,39,7,905.0,106.0
1337,253900003,5.0,80,7,905.0,77.0
1337,253900004,5.0,81,7,905.0,79.0
1337,422211878,5.0,81,7,905.0,80.0
1338,422201700,5.0,11,6,1111.0,459.0
1338,422207283,5.0,58,6,1111.0,96.0
1338,422211878,5.0,81,6,1111.0,80.0
1339,100190059,2.0,110,15,187.0,31.0
1339,204900004,2.0,105,15,187.0,34.0
1339,204900056,2.0,105,15,187.0,32.0
1339,204900159,2.0,107,15,187.0,35.0
1339,253900003,5.0,80,15,187.0,77.0
1339,253900004,5.0,81,15,187.0,79.0
1339,345800002,5.0,23,15,187.0,497.0
1339,422203506,5.0,28,15,187.0,165.0
1339,422203510,5.0,28,15,187.0,160.0
1339,422210980,2.0,107,15,187.0,30.0
1339,422211878,5.0,81,15,187.0,80.0
1342,100250032,5.0,17,6,1112.0,349.0
1342,100250033,5.0,17,6,1112.0,350.0
1342,253900004,5.0,81,6,1112.0,79.0
1342,331300023,5.0,30,6,1112.0,231.0
1342,422211878,5.0,81,6,1112.0,80.0
1346,253900003,5.0,80,5,1318.0,77.0
1346,253900004,5.0,81,5,1318.0,79.0
1346,253900007,5.0,14,5,1318.0,411.0
1346,345800001,5.0,64,5,1318.0,167.0
1348,223600026,4.0,49,10,484.0,99.0
1348,223600035,4.0,51,10,484.0,95.0
1348,249500002,4.0,11,10,484.0,363.0
1348,249500021,5.0,71,10,484.0,69.0
1348,249500028,5.0,72,10,484.0,66.0
1348,422203146,5.0,73,10,484.0,64.0
1348,422204775,5.0,17,10,484.0,376.0
1348,422207414,5.0,70,10,484.0,67.0
1348,422211489,4.0,51,10,484.0,100.0
1351,231100005,5.0,10,5,1319.0,316.0
1351,249500019,5.0,151,5,1319.0,36.0
1351,249500027,5.0,149,5,1319.0,37.0
1351,422207413,5.0,145,5,1319.0,38.0
1353,100190059,5.0,110,14,216.0,31.0
1353,204900004,5.0,105,14,216.0,34.0
1353,204900010,5.0,21,14,216.0,265.0
1353,205100137,1.0,299,14,216.0,4.0
1353,231100005,3.0,10,14,216.0,316.0
1353,318900002,4.0,75,14,216.0,147.0
1353,422201700,4.0,11,14,216.0,459.0
1353,422210784,5.0,109,14,216.0,29.0
1353,422210980,5.0,107,14,216.0,30.0
1353,422216602,5.0,22,14,216.0,267.0
1362,100230026,5.0,10,6,1113.0,304.0
1362,204000033,5.0,12,6,1113.0,270.0
1362,224100029,5.0,11,6,1113.0,402.0
1362,422207844,5.0,11,6,1113.0,508.0
1362,422208328,5.0,12,6,1113.0,509.0
1364,100230070,5.0,11,7,906.0,305.0
1364,207500002,5.0,10,7,906.0,310.0
1364,207500008,5.0,10,7,906.0,311.0
1364,223600036,5.0,10,7,906.0,355.0
1364,365000011,2.0,29,7,906.0,114.0
1364,422207844,5.0,11,7,906.0,508.0
1364,422208328,5.0,12,7,906.0,509.0
1366,422200305,5.0,55,5,1320.0,61.0
1366,422200306,5.0,57,5,1320.0,59.0
1366,422209663,5.0,56,5,1320.0,63.0
1366,422220469,5.0,56,5,1320.0,58.0
1367,422200305,4.0,55,5,1321.0,61.0
1367,422200306,4.0,57,5,1321.0,59.0
1367,422207826,4.0,54,5,1321.0,62.0
1367,422209663,4.0,56,5,1321.0,63.0
1367,422220469,4.0,56,5,1321.0,58.0
1368,204900056,1.0,105,6,1114.0,32.0
1368,422200305,5.0,55,6,1114.0,61.0
1368,422200306,5.0,57,6,1114.0,59.0
1368,422207826,5.0,54,6,1114.0,62.0
1368,422209663,5.0,56,6,1114.0,63.0
1368,422220469,5.0,56,6,1114.0,58.0
1369,422200305,1.0,55,5,1322.0,61.0
1369,422200306,1.0,57,5,1322.0,59.0
1369,422209663,1.0,56,5,1322.0,63.0
1369,422220469,1.0,56,5,1322.0,58.0
1370,256700017,5.0,16,7,907.0,323.0
1370,422200306,5.0,57,7,907.0,59.0
1370,422207826,5.0,54,7,907.0,62.0
1370,422209663,5.0,56,7,907.0,63.0
1370,422220469,5.0,56,7,907.0,58.0
1371,422200305,4.0,55,5,1323.0,61.0
1371,422200306,4.0,57,5,1323.0,59.0
1371,422207826,4.0,54,5,1323.0,62.0
1371,422209663,4.0,56,5,1323.0,63.0
1372,249500014,5.0,18,6,1115.0,285.0
1372,422200305,5.0,55,6,1115.0,61.0
1372,422200306,5.0,57,6,1115.0,59.0
1372,422207826,5.0,54,6,1115.0,62.0
1372,422209663,5.0,56,6,1115.0,63.0
1372,422220469,5.0,56,6,1115.0,58.0
1373,422200305,4.0,55,5,1324.0,61.0
1373,422207826,4.0,54,5,1324.0,62.0
1373,422209663,4.0,56,5,1324.0,63.0
1373,422220469,4.0,56,5,1324.0,58.0
1374,422200305,5.0,55,5,1325.0,61.0
1374,422200306,5.0,57,5,1325.0,59.0
1374,422207826,5.0,54,5,1325.0,62.0
1374,422209663,5.0,56,5,1325.0,63.0
1374,422220469,5.0,56,5,1325.0,58.0
1375,422200306,4.0,57,5,1326.0,59.0
1375,422207826,4.0,54,5,1326.0,62.0
1375,422209663,4.0,56,5,1326.0,63.0
1375,422220469,4.0,56,5,1326.0,58.0
1376,422200305,5.0,55,5,1327.0,61.0
1376,422207826,5.0,54,5,1327.0,62.0
1376,422209663,5.0,56,5,1327.0,63.0
1376,422220469,5.0,56,5,1327.0,58.0
1377,222600030,5.0,10,42,7.0,523.0
1377,245500001,5.0,40,42,7.0,103.0
1377,245500009,5.0,39,42,7.0,105.0
1377,245500010,5.0,39,42,7.0,106.0
1377,308500004,5.0,259,42,7.0,9.0
1377,308500009,5.0,261,42,7.0,10.0
1377,308500013,5.0,269,42,7.0,8.0
1377,308500015,5.0,265,42,7.0,11.0
1377,308500018,5.0,261,42,7.0,14.0
1377,308500037,5.0,260,42,7.0,12.0
1377,318900002,5.0,75,42,7.0,147.0
1377,358300002,5.0,27,42,7.0,330.0
1377,422200306,5.0,57,42,7.0,59.0
1377,422202253,5.0,262,42,7.0,15.0
1377,422204775,5.0,17,42,7.0,376.0
1377,422205162,5.0,266,42,7.0,13.0
1377,422205804,5.0,14,42,7.0,203.0
1377,422205804,5.0,14,42,7.0,203.0
1377,422205805,5.0,10,42,7.0,234.0
1377,422205805,5.0,10,42,7.0,234.0
1377,422205806,5.0,10,42,7.0,235.0
1377,422205806,5.0,10,42,7.0,235.0
1377,422205807,5.0,10,42,7.0,236.0
1377,422205808,5.0,11,42,7.0,213.0
1377,422205809,5.0,10,42,7.0,237.0
1377,422205809,5.0,10,42,7.0,237.0
1377,422205810,5.0,10,42,7.0,238.0
1377,422205810,5.0,10,42,7.0,238.0
1377,422209663,5.0,56,42,7.0,63.0
1377,422220469,5.0,56,42,7.0,58.0
1378,422200305,4.0,55,5,1328.0,61.0
1378,422200306,4.0,57,5,1328.0,59.0
1378,422207826,4.0,54,5,1328.0,62.0
1378,422209663,4.0,56,5,1328.0,63.0
1378,422220469,4.0,56,5,1328.0,58.0
1379,422200305,1.0,55,6,1116.0,61.0
1379,422209663,1.0,56,6,1116.0,63.0
1379,422220469,1.0,56,6,1116.0,58.0
1380,422200305,5.0,55,5,1329.0,61.0
1380,422200306,5.0,57,5,1329.0,59.0
1380,422207826,5.0,54,5,1329.0,62.0
1380,422209663,5.0,56,5,1329.0,63.0
1380,422220469,5.0,56,5,1329.0,58.0
1381,318900005,4.0,89,10,485.0,88.0
1381,318900019,4.0,91,10,485.0,83.0
1381,422200305,5.0,55,10,485.0,61.0
1381,422200306,5.0,57,10,485.0,59.0
1381,422203300,5.0,32,10,485.0,179.0
1381,422203301,5.0,31,10,485.0,171.0
1381,422203302,5.0,31,10,485.0,180.0
1381,422209663,5.0,56,10,485.0,63.0
1381,422220469,5.0,56,10,485.0,58.0
1382,422200305,5.0,55,5,1330.0,61.0
1382,422200306,5.0,57,5,1330.0,59.0
1382,422207826,5.0,54,5,1330.0,62.0
1382,422209663,5.0,56,5,1330.0,63.0
1382,422220469,5.0,56,5,1330.0,58.0
1383,422200305,5.0,55,5,1331.0,61.0
1383,422200306,5.0,57,5,1331.0,59.0
1383,422207826,5.0,54,5,1331.0,62.0
1383,422209663,5.0,56,5,1331.0,63.0
1383,422220469,5.0,56,5,1331.0,58.0
1384,422200305,5.0,55,5,1332.0,61.0
1384,422200306,5.0,57,5,1332.0,59.0
1384,422207826,5.0,54,5,1332.0,62.0
1384,422209663,5.0,56,5,1332.0,63.0
1384,422220469,5.0,56,5,1332.0,58.0
1385,249500021,5.0,71,9,572.0,69.0
1385,249500028,5.0,72,9,572.0,66.0
1385,422203146,5.0,73,9,572.0,64.0
1385,422207414,5.0,70,9,572.0,67.0
1385,422207826,5.0,54,9,572.0,62.0
1385,422209663,5.0,56,9,572.0,63.0
1385,422220469,5.0,56,9,572.0,58.0
1386,422200305,4.0,55,5,1333.0,61.0
1386,422200306,4.0,57,5,1333.0,59.0
1386,422209663,4.0,56,5,1333.0,63.0
1386,422220469,4.0,56,5,1333.0,58.0
1387,213300064,5.0,6,7,908.0,353.0
1387,357100008,5.0,12,7,908.0,369.0
1387,422200305,5.0,55,7,908.0,61.0
1387,422200306,5.0,57,7,908.0,59.0
1387,422207826,5.0,54,7,908.0,62.0
1387,422209663,5.0,56,7,908.0,63.0
1387,422220469,5.0,56,7,908.0,58.0
1388,422200305,5.0,55,5,1334.0,61.0
1388,422200306,5.0,57,5,1334.0,59.0
1388,422209663,5.0,56,5,1334.0,63.0
1389,422200306,5.0,57,5,1335.0,59.0
1389,422220469,5.0,56,5,1335.0,58.0
1390,422200305,1.0,55,5,1336.0,61.0
1390,422200306,1.0,57,5,1336.0,59.0
1390,422207826,1.0,54,5,1336.0,62.0
1390,422209663,1.0,56,5,1336.0,63.0
1390,422220469,1.0,56,5,1336.0,58.0
1391,422200306,5.0,57,5,1337.0,59.0
1391,422207826,5.0,54,5,1337.0,62.0
1391,422220469,5.0,56,5,1337.0,58.0
1392,223600032,5.0,10,6,1117.0,487.0
1392,422200306,5.0,57,6,1117.0,59.0
1392,422207826,5.0,54,6,1117.0,62.0
1392,422209663,5.0,56,6,1117.0,63.0
1392,422220469,5.0,56,6,1117.0,58.0
1393,422200305,5.0,55,5,1338.0,61.0
1393,422207826,5.0,54,5,1338.0,62.0
1393,422209663,5.0,56,5,1338.0,63.0
1393,422220469,5.0,56,5,1338.0,58.0
1394,256700017,1.0,16,6,1118.0,323.0
1394,422200305,3.0,55,6,1118.0,61.0
1394,422200306,3.0,57,6,1118.0,59.0
1394,422209663,3.0,56,6,1118.0,63.0
1394,422220469,3.0,56,6,1118.0,58.0
1395,422200305,5.0,55,5,1339.0,61.0
1395,422200306,5.0,57,5,1339.0,59.0
1395,422209663,5.0,56,5,1339.0,63.0
1395,422220469,5.0,56,5,1339.0,58.0
1396,422200305,5.0,55,5,1340.0,61.0
1396,422200306,5.0,57,5,1340.0,59.0
1396,422207826,5.0,54,5,1340.0,62.0
1396,422220469,5.0,56,5,1340.0,58.0
1397,318900002,4.0,75,13,304.0,147.0
1397,422200305,5.0,55,13,304.0,61.0
1397,422200306,5.0,57,13,304.0,59.0
1397,422206100,5.0,15,13,304.0,172.0
1397,422206102,5.0,15,13,304.0,174.0
1397,422206103,5.0,16,13,304.0,175.0
1397,422207826,5.0,54,13,304.0,62.0
1397,422209634,5.0,16,13,304.0,176.0
1397,422209635,5.0,15,13,304.0,177.0
1397,422220469,5.0,56,13,304.0,58.0
1398,422200305,5.0,55,5,1341.0,61.0
1398,422200306,5.0,57,5,1341.0,59.0
1398,422207826,5.0,54,5,1341.0,62.0
1398,422220469,5.0,56,5,1341.0,58.0
1399,422200305,5.0,55,5,1342.0,61.0
