ma_khach_hang,ma_san_pham,so_sao,count,count,ma_khach_hang_idx,ma_san_pham_idx
601,204900056,5.0,105,11,469.0,32.0
601,204900128,5.0,105,11,469.0,33.0
601,204900159,5.0,107,11,469.0,35.0
601,253900006,5.0,83,11,469.0,112.0
601,327500002,5.0,77,11,469.0,113.0
601,422208181,5.0,73,11,469.0,119.0
601,422210784,5.0,109,11,469.0,29.0
601,422210980,5.0,107,11,469.0,30.0
601,422212100,5.0,82,11,469.0,121.0
604,222600014,4.0,6,8,859.0,313.0
604,225200013,5.0,31,8,859.0,151.0
604,225200015,5.0,30,8,859.0,158.0
604,371600007,2.0,13,8,859.0,273.0
604,422205346,5.0,31,8,859.0,153.0
604,422212100,3.0,82,8,859.0,121.0
604,422218746,5.0,31,8,859.0,161.0
608,100160021,4.0,30,13,321.0,182.0
608,100190059,5.0,110,13,321.0,31.0
608,201600072,4.0,28,13,321.0,193.0
608,204900004,5.0,105,13,321.0,34.0
608,204900056,5.0,105,13,321.0,32.0
608,204900128,5.0,105,13,321.0,33.0
608,204900159,5.0,107,13,321.0,35.0
608,253900006,5.0,83,13,321.0,112.0
608,422210784,5.0,109,13,321.0,29.0
608,422210980,5.0,107,13,321.0,30.0
608,422212100,5.0,82,13,321.0,121.0
612,253900006,5.0,83,8,860.0,112.0
612,422203300,5.0,32,8,860.0,179.0
612,422203301,5.0,31,8,860.0,171.0
612,422203302,5.0,31,8,860.0,180.0
618,100210014,5.0,24,13,322.0,192.0
618,100220035,5.0,141,13,322.0,60.0
618,100220035,5.0,141,13,322.0,60.0
618,249500028,4.0,72,13,322.0,66.0
618,253900006,4.0,83,13,322.0,112.0
618,422207414,4.0,70,13,322.0,67.0
618,422209262,5.0,39,13,322.0,217.0
618,422212100,4.0,82,13,322.0,121.0
622,100230069,5.0,53,7,1012.0,109.0
622,207500001,5.0,53,7,1012.0,102.0
622,207500007,5.0,53,7,1012.0,124.0
622,253900005,5.0,11,7,1012.0,321.0
622,253900006,4.0,83,7,1012.0,112.0
622,422210784,1.0,109,7,1012.0,29.0
622,422212100,4.0,82,7,1012.0,121.0
624,243300007,5.0,89,9,645.0,74.0
624,253900003,5.0,80,9,645.0,77.0
624,422203776,5.0,90,9,645.0,75.0
624,422203809,5.0,90,9,645.0,70.0
624,422211878,5.0,81,9,645.0,80.0
624,422212100,5.0,82,9,645.0,121.0
632,100230069,5.0,53,25,30.0,109.0
632,207500001,5.0,53,25,30.0,102.0
632,211300002,5.0,69,25,30.0,101.0
632,223600026,5.0,49,25,30.0,99.0
632,224100001,5.0,10,25,30.0,358.0
632,224100004,5.0,10,25,30.0,359.0
632,253900005,5.0,11,25,30.0,321.0
632,253900006,5.0,83,25,30.0,112.0
632,318900005,5.0,89,25,30.0,88.0
632,318900019,5.0,91,25,30.0,83.0
632,343700002,4.0,55,25,30.0,152.0
632,343700002,5.0,55,25,30.0,152.0
632,345800015,4.0,37,25,30.0,178.0
632,422209443,5.0,36,25,30.0,155.0
632,422209443,5.0,36,25,30.0,155.0
632,422209444,5.0,37,25,30.0,150.0
632,422209444,5.0,37,25,30.0,150.0
632,422211489,5.0,51,25,30.0,100.0
632,422212100,5.0,82,25,30.0,121.0
632,422214134,5.0,10,25,30.0,388.0
634,100220010,5.0,68,13,323.0,41.0
634,100220035,5.0,141,13,323.0,60.0
634,100230056,2.0,213,13,323.0,25.0
634,100240016,5.0,144,13,323.0,57.0
634,207300009,5.0,69,13,323.0,42.0
634,422206043,5.0,66,13,323.0,45.0
634,422207807,4.0,10,13,323.0,468.0
635,226200018,4.0,18,5,1481.0,197.0
635,253900006,5.0,83,5,1481.0,112.0
635,377400001,5.0,55,5,1481.0,163.0
635,422207417,4.0,17,5,1481.0,216.0
635,422212100,5.0,82,5,1481.0,121.0
637,100230056,5.0,213,9,646.0,25.0
637,100230057,5.0,212,9,646.0,23.0
637,100230059,5.0,213,9,646.0,21.0
637,100230064,5.0,215,9,646.0,24.0
637,200400003,5.0,213,9,646.0,22.0
637,200400004,5.0,220,9,646.0,20.0
637,204100078,5.0,14,9,646.0,184.0
637,204100079,5.0,14,9,646.0,195.0
637,422216594,5.0,216,9,646.0,19.0
638,100230056,5.0,213,7,1013.0,25.0
638,100230057,5.0,212,7,1013.0,23.0
638,100230059,5.0,213,7,1013.0,21.0
638,100230064,5.0,215,7,1013.0,24.0
638,200400003,5.0,213,7,1013.0,22.0
638,422216594,5.0,216,7,1013.0,19.0
639,100230056,4.0,213,7,1014.0,25.0
639,200400003,4.0,213,7,1014.0,22.0
639,200400004,4.0,220,7,1014.0,20.0
639,422216594,4.0,216,7,1014.0,19.0
640,100230056,5.0,213,7,1015.0,25.0
640,100230057,5.0,212,7,1015.0,23.0
640,100230059,5.0,213,7,1015.0,21.0
640,100230064,5.0,215,7,1015.0,24.0
640,200400003,5.0,213,7,1015.0,22.0
640,200400004,5.0,220,7,1015.0,20.0
641,100230056,4.0,213,7,1016.0,25.0
641,100230057,4.0,212,7,1016.0,23.0
641,100230059,4.0,213,7,1016.0,21.0
641,100230064,4.0,215,7,1016.0,24.0
641,200400004,4.0,220,7,1016.0,20.0
641,422216594,4.0,216,7,1016.0,19.0
642,100230059,5.0,213,7,1017.0,21.0
642,200400003,5.0,213,7,1017.0,22.0
642,200400004,5.0,220,7,1017.0,20.0
643,100230057,5.0,212,9,647.0,23.0
643,100230059,5.0,213,9,647.0,21.0
643,100230064,5.0,215,9,647.0,24.0
643,200400003,5.0,213,9,647.0,22.0
643,200400004,5.0,220,9,647.0,20.0
643,211300007,5.0,80,9,647.0,98.0
643,422214146,5.0,83,9,647.0,97.0
643,422216594,5.0,216,9,647.0,19.0
644,100230056,5.0,213,9,648.0,25.0
644,100230057,5.0,212,9,648.0,23.0
644,100230064,5.0,215,9,648.0,24.0
644,200400003,5.0,213,9,648.0,22.0
644,200400004,5.0,220,9,648.0,20.0
644,211300007,5.0,80,9,648.0,98.0
645,100230056,5.0,213,7,1018.0,25.0
645,100230057,5.0,212,7,1018.0,23.0
645,100230059,5.0,213,7,1018.0,21.0
645,100230064,5.0,215,7,1018.0,24.0
645,200400004,5.0,220,7,1018.0,20.0
645,422216594,5.0,216,7,1018.0,19.0
646,100230056,5.0,213,7,1019.0,25.0
646,100230057,5.0,212,7,1019.0,23.0
646,100230059,5.0,213,7,1019.0,21.0
646,200400003,5.0,213,7,1019.0,22.0
646,422216594,5.0,216,7,1019.0,19.0
647,100230056,5.0,213,7,1020.0,25.0
647,100230057,5.0,212,7,1020.0,23.0
647,100230059,5.0,213,7,1020.0,21.0
647,100230064,5.0,215,7,1020.0,24.0
647,200400004,5.0,220,7,1020.0,20.0
647,422216594,5.0,216,7,1020.0,19.0
648,100230056,5.0,213,7,1021.0,25.0
648,100230057,5.0,212,7,1021.0,23.0
648,100230059,5.0,213,7,1021.0,21.0
648,100230064,5.0,215,7,1021.0,24.0
648,200400003,5.0,213,7,1021.0,22.0
648,200400004,5.0,220,7,1021.0,20.0
648,422216594,5.0,216,7,1021.0,19.0
649,100230056,5.0,213,7,1022.0,25.0
649,100230064,5.0,215,7,1022.0,24.0
649,200400003,5.0,213,7,1022.0,22.0
649,200400004,5.0,220,7,1022.0,20.0
650,100230056,5.0,213,9,649.0,25.0
650,100230057,5.0,212,9,649.0,23.0
650,100230059,5.0,213,9,649.0,21.0
650,100240016,5.0,144,9,649.0,57.0
650,200400003,5.0,213,9,649.0,22.0
650,200400004,5.0,220,9,649.0,20.0
651,100230056,5.0,213,7,1023.0,25.0
651,100230057,5.0,212,7,1023.0,23.0
651,100230064,5.0,215,7,1023.0,24.0
651,200400003,5.0,213,7,1023.0,22.0
651,200400004,5.0,220,7,1023.0,20.0
651,422216594,5.0,216,7,1023.0,19.0
652,100230056,5.0,213,7,1024.0,25.0
652,100230059,5.0,213,7,1024.0,21.0
652,100230064,5.0,215,7,1024.0,24.0
652,200400003,5.0,213,7,1024.0,22.0
652,200400004,5.0,220,7,1024.0,20.0
652,422216594,5.0,216,7,1024.0,19.0
653,100230056,5.0,213,22,59.0,25.0
653,100230057,5.0,212,22,59.0,23.0
653,100230059,5.0,213,22,59.0,21.0
653,100230064,5.0,215,22,59.0,24.0
653,200400003,5.0,213,22,59.0,22.0
653,200400004,5.0,220,22,59.0,20.0
653,211300007,5.0,80,22,59.0,98.0
653,308500004,5.0,259,22,59.0,9.0
653,308500015,5.0,265,22,59.0,11.0
653,308500037,5.0,260,22,59.0,12.0
653,422202025,5.0,11,22,59.0,232.0
653,422202045,5.0,11,22,59.0,233.0
653,422202253,5.0,262,22,59.0,15.0
653,422205160,5.0,260,22,59.0,16.0
653,422205162,5.0,266,22,59.0,13.0
653,422205163,5.0,262,22,59.0,17.0
653,422205164,5.0,240,22,59.0,18.0
653,422214146,5.0,83,22,59.0,97.0
654,100230056,5.0,213,20,101.0,25.0
654,100230057,5.0,212,20,101.0,23.0
654,100230059,5.0,213,20,101.0,21.0
654,100230064,5.0,215,20,101.0,24.0
654,200400003,5.0,213,20,101.0,22.0
654,211300007,5.0,80,20,101.0,98.0
654,308500004,5.0,259,20,101.0,9.0
654,308500015,5.0,265,20,101.0,11.0
654,308500018,5.0,261,20,101.0,14.0
654,308500037,5.0,260,20,101.0,12.0
654,422202253,5.0,262,20,101.0,15.0
654,422205160,5.0,260,20,101.0,16.0
654,422205163,5.0,262,20,101.0,17.0
654,422205164,5.0,240,20,101.0,18.0
654,422214146,5.0,83,20,101.0,97.0
654,422216594,5.0,216,20,101.0,19.0
655,100230056,5.0,213,7,1025.0,25.0
655,100230057,5.0,212,7,1025.0,23.0
655,100230059,5.0,213,7,1025.0,21.0
655,100230064,5.0,215,7,1025.0,24.0
655,200400003,5.0,213,7,1025.0,22.0
655,200400004,5.0,220,7,1025.0,20.0
655,422216594,5.0,216,7,1025.0,19.0
656,100230057,5.0,212,7,1026.0,23.0
656,100230059,5.0,213,7,1026.0,21.0
656,100230064,5.0,215,7,1026.0,24.0
656,200400003,5.0,213,7,1026.0,22.0
656,200400004,5.0,220,7,1026.0,20.0
657,100230057,4.0,212,7,1027.0,23.0
657,100230059,4.0,213,7,1027.0,21.0
657,100230064,4.0,215,7,1027.0,24.0
657,200400003,4.0,213,7,1027.0,22.0
657,200400004,4.0,220,7,1027.0,20.0
657,422216594,4.0,216,7,1027.0,19.0
658,100230056,4.0,213,7,1028.0,25.0
658,100230057,4.0,212,7,1028.0,23.0
658,200400003,4.0,213,7,1028.0,22.0
658,200400004,4.0,220,7,1028.0,20.0
659,100230056,5.0,213,7,1029.0,25.0
659,100230057,5.0,212,7,1029.0,23.0
659,100230059,5.0,213,7,1029.0,21.0
659,100230064,5.0,215,7,1029.0,24.0
659,200400003,5.0,213,7,1029.0,22.0
659,200400004,5.0,220,7,1029.0,20.0
660,100230056,5.0,213,10,543.0,25.0
660,100230057,5.0,212,10,543.0,23.0
660,100230059,5.0,213,10,543.0,21.0
660,100230064,5.0,215,10,543.0,24.0
660,200400003,5.0,213,10,543.0,22.0
660,200400004,5.0,220,10,543.0,20.0
660,422203300,3.0,32,10,543.0,179.0
660,422203301,3.0,31,10,543.0,171.0
660,422203302,3.0,31,10,543.0,180.0
661,100230056,5.0,213,11,470.0,25.0
661,100230057,5.0,212,11,470.0,23.0
661,100230064,5.0,215,11,470.0,24.0
661,200400003,5.0,213,11,470.0,22.0
661,200400004,5.0,220,11,470.0,20.0
661,253900003,5.0,80,11,470.0,77.0
661,253900004,5.0,81,11,470.0,79.0
661,422203282,5.0,11,11,470.0,503.0
661,422211878,5.0,81,11,470.0,80.0
661,422216594,5.0,216,11,470.0,19.0
662,100230057,5.0,212,8,861.0,23.0
662,100230059,5.0,213,8,861.0,21.0
662,100230064,5.0,215,8,861.0,24.0
662,200400003,5.0,213,8,861.0,22.0
662,200400004,5.0,220,8,861.0,20.0
662,422216594,5.0,216,8,861.0,19.0
662,422218365,1.0,13,8,861.0,519.0
663,100230056,5.0,213,8,862.0,25.0
663,100230059,5.0,213,8,862.0,21.0
663,100230064,5.0,215,8,862.0,24.0
663,200400003,5.0,213,8,862.0,22.0
663,200400004,5.0,220,8,862.0,20.0
663,248700054,5.0,12,8,862.0,408.0
663,422216594,5.0,216,8,862.0,19.0
664,100230057,5.0,212,7,1030.0,23.0
664,100230059,5.0,213,7,1030.0,21.0
664,100230064,5.0,215,7,1030.0,24.0
664,200400003,5.0,213,7,1030.0,22.0
664,200400004,5.0,220,7,1030.0,20.0
664,422216594,5.0,216,7,1030.0,19.0
665,100230059,5.0,213,10,544.0,21.0
665,200400003,5.0,213,10,544.0,22.0
665,200400004,5.0,220,10,544.0,20.0
665,204100019,5.0,225,10,544.0,28.0
665,204100054,5.0,229,10,544.0,26.0
665,422206537,5.0,228,10,544.0,27.0
665,422216594,5.0,216,10,544.0,19.0
666,100230056,5.0,213,8,863.0,25.0
666,100230057,5.0,212,8,863.0,23.0
666,100230059,5.0,213,8,863.0,21.0
666,100230064,5.0,215,8,863.0,24.0
666,200400003,5.0,213,8,863.0,22.0
666,200400004,5.0,220,8,863.0,20.0
666,422202629,4.0,10,8,863.0,460.0
666,422216594,5.0,216,8,863.0,19.0
667,100230056,5.0,213,7,1031.0,25.0
667,100230057,5.0,212,7,1031.0,23.0
667,100230064,5.0,215,7,1031.0,24.0
667,200400003,5.0,213,7,1031.0,22.0
667,422216594,5.0,216,7,1031.0,19.0
668,100230056,5.0,213,8,864.0,25.0
668,100230057,5.0,212,8,864.0,23.0
668,200400003,5.0,213,8,864.0,22.0
668,200400004,5.0,220,8,864.0,20.0
668,422204795,2.0,175,8,864.0,90.0
668,422216594,5.0,216,8,864.0,19.0
669,100230056,5.0,213,7,1032.0,25.0
669,100230059,5.0,213,7,1032.0,21.0
669,100230064,5.0,215,7,1032.0,24.0
669,200400004,5.0,220,7,1032.0,20.0
669,422216594,5.0,216,7,1032.0,19.0
670,100230057,5.0,212,11,471.0,23.0
670,100230059,5.0,213,11,471.0,21.0
670,100230064,5.0,215,11,471.0,24.0
670,200400003,5.0,213,11,471.0,22.0
670,200400004,5.0,220,11,471.0,20.0
670,204100019,5.0,225,11,471.0,28.0
670,204100054,5.0,229,11,471.0,26.0
670,308500018,3.0,261,11,471.0,14.0
670,422206537,5.0,228,11,471.0,27.0
670,422216594,5.0,216,11,471.0,19.0
671,100230057,5.0,212,8,865.0,23.0
671,100230059,5.0,213,8,865.0,21.0
671,200400003,5.0,213,8,865.0,22.0
671,200400004,5.0,220,8,865.0,20.0
671,422207150,1.0,12,8,865.0,215.0
671,422216594,5.0,216,8,865.0,19.0
672,100230056,5.0,213,19,118.0,25.0
672,100230057,5.0,212,19,118.0,23.0
672,100230059,5.0,213,19,118.0,21.0
672,200400003,5.0,213,19,118.0,22.0
672,200400004,5.0,220,19,118.0,20.0
672,308500009,5.0,261,19,118.0,10.0
672,308500013,5.0,269,19,118.0,8.0
672,308500015,5.0,265,19,118.0,11.0
672,308500018,5.0,261,19,118.0,14.0
672,308500037,5.0,260,19,118.0,12.0
672,422200236,5.0,90,19,118.0,53.0
672,422202253,5.0,262,19,118.0,15.0
672,422205160,5.0,260,19,118.0,16.0
672,422205162,5.0,266,19,118.0,13.0
672,422205164,5.0,240,19,118.0,18.0
672,422216594,5.0,216,19,118.0,19.0
673,100230056,5.0,213,11,472.0,25.0
673,100230059,5.0,213,11,472.0,21.0
673,100230064,5.0,215,11,472.0,24.0
673,200400003,5.0,213,11,472.0,22.0
673,200400004,5.0,220,11,472.0,20.0
673,204100019,5.0,225,11,472.0,28.0
673,422200236,5.0,90,11,472.0,53.0
673,422206537,5.0,228,11,472.0,27.0
673,422216594,5.0,216,11,472.0,19.0
674,100230056,5.0,213,19,119.0,25.0
674,100230057,5.0,212,19,119.0,23.0
674,100230064,5.0,215,19,119.0,24.0
674,200400003,5.0,213,19,119.0,22.0
674,200400004,5.0,220,19,119.0,20.0
674,308500004,5.0,259,19,119.0,9.0
674,308500013,5.0,269,19,119.0,8.0
674,308500018,5.0,261,19,119.0,14.0
674,422200236,5.0,90,19,119.0,53.0
674,422205163,5.0,262,19,119.0,17.0
674,422205164,5.0,240,19,119.0,18.0
674,422216594,5.0,216,19,119.0,19.0
675,100230057,5.0,212,7,1033.0,23.0
675,100230059,5.0,213,7,1033.0,21.0
675,100230064,5.0,215,7,1033.0,24.0
675,200400004,5.0,220,7,1033.0,20.0
675,422216594,5.0,216,7,1033.0,19.0
676,100230056,5.0,213,8,866.0,25.0
676,100230057,5.0,212,8,866.0,23.0
676,100230059,5.0,213,8,866.0,21.0
676,100230064,5.0,215,8,866.0,24.0
676,200400003,5.0,213,8,866.0,22.0
676,200400004,5.0,220,8,866.0,20.0
676,226200018,3.0,18,8,866.0,197.0
676,422216594,5.0,216,8,866.0,19.0
677,100230056,5.0,213,8,867.0,25.0
677,100230057,5.0,212,8,867.0,23.0
677,100230064,5.0,215,8,867.0,24.0
677,200400003,5.0,213,8,867.0,22.0
677,200400004,5.0,220,8,867.0,20.0
677,422216594,5.0,216,8,867.0,19.0
678,100230057,5.0,212,22,60.0,23.0
678,100230059,5.0,213,22,60.0,21.0
678,200400004,5.0,220,22,60.0,20.0
678,204100054,5.0,229,22,60.0,26.0
678,308500004,5.0,259,22,60.0,9.0
678,308500013,5.0,269,22,60.0,8.0
678,308500018,5.0,261,22,60.0,14.0
678,308500037,5.0,260,22,60.0,12.0
678,422202253,5.0,262,22,60.0,15.0
678,422205160,5.0,260,22,60.0,16.0
678,422205162,5.0,266,22,60.0,13.0
678,422205164,5.0,240,22,60.0,18.0
678,422206537,5.0,228,22,60.0,27.0
678,422216594,5.0,216,22,60.0,19.0
679,100230057,5.0,212,19,120.0,23.0
679,100230059,5.0,213,19,120.0,21.0
679,200400003,5.0,213,19,120.0,22.0
679,200400004,5.0,220,19,120.0,20.0
679,308500004,5.0,259,19,120.0,9.0
679,308500009,5.0,261,19,120.0,10.0
679,308500013,5.0,269,19,120.0,8.0
679,308500015,5.0,265,19,120.0,11.0
679,308500018,5.0,261,19,120.0,14.0
679,308500037,5.0,260,19,120.0,12.0
679,422200236,5.0,90,19,120.0,53.0
679,422205160,5.0,260,19,120.0,16.0
679,422205162,5.0,266,19,120.0,13.0
679,422205163,5.0,262,19,120.0,17.0
679,422216594,5.0,216,19,120.0,19.0
680,100230056,5.0,213,22,61.0,25.0
680,100230057,5.0,212,22,61.0,23.0
680,100230059,5.0,213,22,61.0,21.0
680,200400003,5.0,213,22,61.0,22.0
680,200400004,5.0,220,22,61.0,20.0
680,204100019,5.0,225,22,61.0,28.0
680,204100054,5.0,229,22,61.0,26.0
680,308500004,5.0,259,22,61.0,9.0
680,308500013,5.0,269,22,61.0,8.0
680,308500015,5.0,265,22,61.0,11.0
680,308500037,5.0,260,22,61.0,12.0
680,422202253,5.0,262,22,61.0,15.0
680,422205160,5.0,260,22,61.0,16.0
680,422205162,5.0,266,22,61.0,13.0
680,422205163,5.0,262,22,61.0,17.0
680,422205164,5.0,240,22,61.0,18.0
680,422206537,5.0,228,22,61.0,27.0
680,422216594,5.0,216,22,61.0,19.0
681,100230056,5.0,213,22,62.0,25.0
681,100230057,5.0,212,22,62.0,23.0
681,100230064,5.0,215,22,62.0,24.0
681,200400003,5.0,213,22,62.0,22.0
681,204100019,5.0,225,22,62.0,28.0
681,204100054,5.0,229,22,62.0,26.0
681,308500009,5.0,261,22,62.0,10.0
681,308500015,5.0,265,22,62.0,11.0
681,308500037,5.0,260,22,62.0,12.0
681,422200236,5.0,90,22,62.0,53.0
681,422202253,5.0,262,22,62.0,15.0
681,422205160,5.0,260,22,62.0,16.0
681,422205163,5.0,262,22,62.0,17.0
681,422206537,5.0,228,22,62.0,27.0
682,100230057,5.0,212,22,63.0,23.0
682,100230059,5.0,213,22,63.0,21.0
682,100230064,5.0,215,22,63.0,24.0
682,200400003,5.0,213,22,63.0,22.0
682,200400004,5.0,220,22,63.0,20.0
682,308500004,5.0,259,22,63.0,9.0
682,308500009,5.0,261,22,63.0,10.0
682,308500013,5.0,269,22,63.0,8.0
682,308500015,5.0,265,22,63.0,11.0
682,308500018,5.0,261,22,63.0,14.0
682,308500037,5.0,260,22,63.0,12.0
682,422200236,5.0,90,22,63.0,53.0
682,422202253,5.0,262,22,63.0,15.0
682,422205160,5.0,260,22,63.0,16.0
682,422205162,5.0,266,22,63.0,13.0
682,422205163,5.0,262,22,63.0,17.0
682,422205164,5.0,240,22,63.0,18.0
682,422206537,5.0,228,22,63.0,27.0
682,422216594,5.0,216,22,63.0,19.0
683,100230056,5.0,213,23,45.0,25.0
683,100230057,5.0,212,23,45.0,23.0
683,100230059,5.0,213,23,45.0,21.0
683,100230064,5.0,215,23,45.0,24.0
683,200400003,5.0,213,23,45.0,22.0
683,200400004,5.0,220,23,45.0,20.0
683,204100019,5.0,225,23,45.0,28.0
683,204100054,5.0,229,23,45.0,26.0
683,308500009,5.0,261,23,45.0,10.0
683,308500013,5.0,269,23,45.0,8.0
683,308500015,5.0,265,23,45.0,11.0
683,308500037,5.0,260,23,45.0,12.0
683,422200236,5.0,90,23,45.0,53.0
683,422205162,5.0,266,23,45.0,13.0
683,422205163,5.0,262,23,45.0,17.0
683,422206537,5.0,228,23,45.0,27.0
683,422216594,5.0,216,23,45.0,19.0
684,100230056,5.0,213,21,84.0,25.0
684,100230057,5.0,212,21,84.0,23.0
684,200400003,5.0,213,21,84.0,22.0
684,200400004,5.0,220,21,84.0,20.0
684,308500004,5.0,259,21,84.0,9.0
684,308500009,5.0,261,21,84.0,10.0
684,308500013,5.0,269,21,84.0,8.0
684,308500015,5.0,265,21,84.0,11.0
684,308500037,5.0,260,21,84.0,12.0
684,422202253,5.0,262,21,84.0,15.0
684,422205162,5.0,266,21,84.0,13.0
684,422205163,5.0,262,21,84.0,17.0
684,422205164,5.0,240,21,84.0,18.0
684,422206537,5.0,228,21,84.0,27.0
684,422216594,5.0,216,21,84.0,19.0
685,100230057,5.0,212,22,64.0,23.0
685,100230059,5.0,213,22,64.0,21.0
685,100230064,5.0,215,22,64.0,24.0
685,200400003,5.0,213,22,64.0,22.0
685,200400004,5.0,220,22,64.0,20.0
685,204100019,5.0,225,22,64.0,28.0
685,204100054,5.0,229,22,64.0,26.0
685,308500009,5.0,261,22,64.0,10.0
685,308500013,5.0,269,22,64.0,8.0
685,308500015,5.0,265,22,64.0,11.0
685,308500018,5.0,261,22,64.0,14.0
685,308500037,5.0,260,22,64.0,12.0
685,422200236,5.0,90,22,64.0,53.0
685,422202253,5.0,262,22,64.0,15.0
685,422205160,5.0,260,22,64.0,16.0
685,422205162,5.0,266,22,64.0,13.0
685,422205163,5.0,262,22,64.0,17.0
685,422205164,5.0,240,22,64.0,18.0
685,422206537,5.0,228,22,64.0,27.0
685,422216594,5.0,216,22,64.0,19.0
686,100230057,5.0,212,22,65.0,23.0
686,100230059,5.0,213,22,65.0,21.0
686,100230064,5.0,215,22,65.0,24.0
686,200400003,5.0,213,22,65.0,22.0
686,200400004,5.0,220,22,65.0,20.0
686,204100019,5.0,225,22,65.0,28.0
686,308500004,5.0,259,22,65.0,9.0
686,308500009,5.0,261,22,65.0,10.0
686,308500013,5.0,269,22,65.0,8.0
686,308500015,5.0,265,22,65.0,11.0
686,308500018,5.0,261,22,65.0,14.0
686,422200236,5.0,90,22,65.0,53.0
686,422202253,5.0,262,22,65.0,15.0
686,422205160,5.0,260,22,65.0,16.0
686,422205162,5.0,266,22,65.0,13.0
686,422205163,5.0,262,22,65.0,17.0
686,422206537,5.0,228,22,65.0,27.0
686,422216594,5.0,216,22,65.0,19.0
687,100230056,5.0,213,22,66.0,25.0
687,100230057,5.0,212,22,66.0,23.0
687,100230059,5.0,213,22,66.0,21.0
687,100230064,5.0,215,22,66.0,24.0
687,200400003,5.0,213,22,66.0,22.0
687,200400004,5.0,220,22,66.0,20.0
687,204100019,5.0,225,22,66.0,28.0
687,204100054,5.0,229,22,66.0,26.0
687,308500004,5.0,259,22,66.0,9.0
687,308500009,5.0,261,22,66.0,10.0
687,308500013,5.0,269,22,66.0,8.0
687,308500015,5.0,265,22,66.0,11.0
687,422200236,5.0,90,22,66.0,53.0
687,422202253,5.0,262,22,66.0,15.0
687,422205160,5.0,260,22,66.0,16.0
687,422205162,5.0,266,22,66.0,13.0
687,422205163,5.0,262,22,66.0,17.0
687,422205164,5.0,240,22,66.0,18.0
687,422216594,5.0,216,22,66.0,19.0
688,100230056,5.0,213,23,46.0,25.0
688,100230059,5.0,213,23,46.0,21.0
688,100230064,5.0,215,23,46.0,24.0
688,200400003,5.0,213,23,46.0,22.0
688,200400004,5.0,220,23,46.0,20.0
688,204100054,5.0,229,23,46.0,26.0
688,308500004,5.0,259,23,46.0,9.0
688,308500013,5.0,269,23,46.0,8.0
688,308500015,5.0,265,23,46.0,11.0
688,308500037,5.0,260,23,46.0,12.0
688,422202253,5.0,262,23,46.0,15.0
688,422205160,5.0,260,23,46.0,16.0
688,422205162,5.0,266,23,46.0,13.0
688,422205163,5.0,262,23,46.0,17.0
688,422205164,5.0,240,23,46.0,18.0
688,422216594,5.0,216,23,46.0,19.0
689,100230057,5.0,212,23,47.0,23.0
689,100230059,5.0,213,23,47.0,21.0
689,100230064,5.0,215,23,47.0,24.0
689,200400003,5.0,213,23,47.0,22.0
689,200400004,5.0,220,23,47.0,20.0
689,204100019,5.0,225,23,47.0,28.0
689,204100054,5.0,229,23,47.0,26.0
689,308500004,5.0,259,23,47.0,9.0
689,308500013,5.0,269,23,47.0,8.0
689,308500015,5.0,265,23,47.0,11.0
689,308500037,5.0,260,23,47.0,12.0
689,331300023,3.0,30,23,47.0,231.0
689,422200236,5.0,90,23,47.0,53.0
689,422202253,5.0,262,23,47.0,15.0
689,422205160,5.0,260,23,47.0,16.0
689,422205162,5.0,266,23,47.0,13.0
689,422205163,5.0,262,23,47.0,17.0
689,422205164,5.0,240,23,47.0,18.0
689,422206537,5.0,228,23,47.0,27.0
689,422216594,5.0,216,23,47.0,19.0
690,100230056,5.0,213,23,48.0,25.0
690,100230057,5.0,212,23,48.0,23.0
690,100230059,5.0,213,23,48.0,21.0
690,100230064,5.0,215,23,48.0,24.0
690,200400003,5.0,213,23,48.0,22.0
690,200400004,5.0,220,23,48.0,20.0
690,204100019,5.0,225,23,48.0,28.0
690,204100054,5.0,229,23,48.0,26.0
690,205100137,3.0,299,23,48.0,4.0
690,308500004,5.0,259,23,48.0,9.0
690,308500009,5.0,261,23,48.0,10.0
690,308500013,5.0,269,23,48.0,8.0
690,308500015,5.0,265,23,48.0,11.0
690,308500018,5.0,261,23,48.0,14.0
690,308500037,5.0,260,23,48.0,12.0
690,422200236,5.0,90,23,48.0,53.0
690,422202253,5.0,262,23,48.0,15.0
690,422205160,5.0,260,23,48.0,16.0
690,422205162,5.0,266,23,48.0,13.0
690,422205163,5.0,262,23,48.0,17.0
690,422205164,5.0,240,23,48.0,18.0
690,422206537,5.0,228,23,48.0,27.0
690,422216594,5.0,216,23,48.0,19.0
691,100230057,5.0,212,22,67.0,23.0
691,200400003,5.0,213,22,67.0,22.0
691,200400004,5.0,220,22,67.0,20.0
691,204100019,5.0,225,22,67.0,28.0
691,204100054,5.0,229,22,67.0,26.0
691,308500004,5.0,259,22,67.0,9.0
691,308500009,5.0,261,22,67.0,10.0
691,308500013,5.0,269,22,67.0,8.0
691,308500015,5.0,265,22,67.0,11.0
691,308500018,5.0,261,22,67.0,14.0
691,308500037,5.0,260,22,67.0,12.0
691,422200236,5.0,90,22,67.0,53.0
691,422202253,5.0,262,22,67.0,15.0
691,422205160,5.0,260,22,67.0,16.0
691,422205162,5.0,266,22,67.0,13.0
691,422205163,5.0,262,22,67.0,17.0
691,422205164,5.0,240,22,67.0,18.0
692,100230057,5.0,212,27,26.0,23.0
